0,Flipboard: News For Our Time,News & Magazines,Everyone 10+,"500,000,000+","December 19, 2018","1,310,273",4.4,"79,629","25,750","73,483","297,147","834,264",4,"Overall, this is a very good news consolidator that allows you to read a wide range of source material and categorize your priorities easily. One complaint: Users should be able to add/delete news sources from their feeds. Many sources now require subscriptionand don't allow Flipboard readers to read after several free articles per month. Additionally, some sources of articles that include or cover your personal interests are BARELY newsworthy and users should really be able to exclude them!",Varies with device,Free,https://play.google.com/store/apps/details?id=flipboard.app
0,Flipboard: News For Our Time,News & Magazines,Everyone 10+,"500,000,000+","December 19, 2018","1,310,273",4.4,"79,629","25,750","73,483","297,147","834,264",4,Awesome news app. Auto play of videos is annoying. Should not be enabled by default. I dislike that some of the articles dont allow comments in the app beccause of the source... Also if you're going to take the time to type a BS response to my review. Please take the time to delete it when it no longer applies,Varies with device,Free,https://play.google.com/store/apps/details?id=flipboard.app
0,Flipboard: News For Our Time,News & Magazines,Everyone 10+,"500,000,000+","December 19, 2018","1,310,273",4.4,"79,629","25,750","73,483","297,147","834,264",1,"This used to be a decent app. I used to get a variety of notifications of all sorts of types ie cooking, electronics, news. Now it seems I only get political news, all of it being useless one sided liberal garbage, just bashing President Trump. How about posting some actual news that is unbiased and not useless drivel. Time to delete the app...",Varies with device,Free,https://play.google.com/store/apps/details?id=flipboard.app
0,Flipboard: News For Our Time,News & Magazines,Everyone 10+,"500,000,000+","December 19, 2018","1,310,273",4.4,"79,629","25,750","73,483","297,147","834,264",1,"I have been a Flipboard user for years, over multiple phones, and it is now becoming a complete mess. Flipboard has become a never-ending pay wall. Nobody is going to pay for 30 subscriptions to news outlets. While it's a news outlets right to make a profit, it seems to affect Flipboard users the worst... as I can exit the app and view the article through Google with no issue. I try not to complain, but Flipboard is now... all your news in one place, for a price.",Varies with device,Free,https://play.google.com/store/apps/details?id=flipboard.app
0,Flipboard: News For Our Time,News & Magazines,Everyone 10+,"500,000,000+","December 19, 2018","1,310,273",4.4,"79,629","25,750","73,483","297,147","834,264",1,"I was using this Flipboard for many years but now it is time to say goodbye forever... Because by the years passed, this application could be successful in becoming worse and worse constantly.. Every year it became more simple, with weird bugs and lowered usability and finally be able to become any ordinary application without any outstanding or interest feature to install.. While all applications are trying to improve theirselves day by day, Bravo to Flipboard about going in opposite way :)",Varies with device,Free,https://play.google.com/store/apps/details?id=flipboard.app
0,Flipboard: News For Our Time,News & Magazines,Everyone 10+,"500,000,000+","December 19, 2018","1,310,273",4.4,"79,629","25,750","73,483","297,147","834,264",1,This one star is to get someones attention. I have used this app for years and you have still not added the feature to organize the magazines we can create. There is no sort feature. I was even stupid enough to manually move all 60 magazines around only to see them immediately revert to the order they were created in. Just the ability to sort them alphabetically would make a huge difference. Im going to abandon this app. /rant,Varies with device,Free,https://play.google.com/store/apps/details?id=flipboard.app
0,Flipboard: News For Our Time,News & Magazines,Everyone 10+,"500,000,000+","December 19, 2018","1,310,273",4.4,"79,629","25,750","73,483","297,147","834,264",5,"My favourite android app. But i noticed that some sites like bleacher report don't flip their articles anymore while I'm reading, just scrolls down. On my samsung s8 it was working normally but now on op6t it doesn't work anymore. I would definitely like to see more sites with flip animation while reading articles. It's really cool!",Varies with device,Free,https://play.google.com/store/apps/details?id=flipboard.app
0,Flipboard: News For Our Time,News & Magazines,Everyone 10+,"500,000,000+","December 19, 2018","1,310,273",4.4,"79,629","25,750","73,483","297,147","834,264",1,"This app has way too many ads. What is really terrible is the ads include a lot of click bait to install useless apps that clog device storage. In terms of user experience, this garbage is an extension of this app. Other users should rate this app in the same way. Maybe this will change things for the good.",Varies with device,Free,https://play.google.com/store/apps/details?id=flipboard.app
0,Flipboard: News For Our Time,News & Magazines,Everyone 10+,"500,000,000+","December 19, 2018","1,310,273",4.4,"79,629","25,750","73,483","297,147","834,264",2,"This app used to be good. For the last few months it crashes often and takes you out of the story you are reading, back to the home page. The only way I can reload stories is to reboot my tablet. Very annoying.",Varies with device,Free,https://play.google.com/store/apps/details?id=flipboard.app
0,Flipboard: News For Our Time,News & Magazines,Everyone 10+,"500,000,000+","December 19, 2018","1,310,273",4.4,"79,629","25,750","73,483","297,147","834,264",1,biased \,Varies with device,Free,https://play.google.com/store/apps/details?id=flipboard.app
